name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
94,Institute of Taoist Education and Acupuncture,http://www.itea.edu,[email protected],303-440-3492,"317 W South Boulder Rd #5, Louisville, CO, 80027","The Institute of Taoist Education and Acupuncture is dedicated to excellence in the teaching of pure Classical Five Element Acupuncture. The school is committed to producing graduates who have a deep understanding and respect for the integrity of the human body, mind and spirit, as it exists within nature, and who have developed the inner qualities needed to by effective healers. The Institute is further committed to serving the public at the highest levels of competence and knowledge of Classical Five Element Acupucture, through inspiring its graduates to educate the public and to teach future students.
",1996,All Populations,,,,,"Traditional Track and Practitioner Track
",Boulder
95,Integrated Family Community Services,http://www.ifcs.org,[email protected],303-789-0501,"3370 S IRVING ST, Englewood, CO, 80110","Integrated Family Community Services, formerly Inter-Faith Community Services , (IFCS) provides basic human services and enrichment programs to low-income people using community resources. IFCS fosters self-sufficiency and respects the dignity of each client. IFCS serves the people of Centennial, Englewood, Glendale, Highlands Ranch, Littleton, Lone Tree, Sheridan and unincorporated Arapahoe County.
",1964,All Populations,https://[email protected],https://www.facebook.com/integratedfamily/,,,"Hunger Prevention
Homeless Prevention
Enrichment Programs - Mother's Day Basket, Ready, Set, School!, Thanksgiving and Adopt-a-Family/Senior
",Arapahoe
96,Intermountain Quality Innovations,http://www.imqi.org,[email protected],720-235-1570,"12081 W. Alameda Pkwy #416, Lakewood, CO, 80228","The mission/vision of ImQI is to advance the improvement of healthcare quality provided to people with acute and chronic conditions including ESRD through clinical & logistical support, provider/patient/family education, research, data collection and analysis.
",1977,All Populations,,,,,"Current projects include:  Nursing home pilot to reduce hospitalizations; dialysis patient infection control; and continuing education credit curriculum resources.
",Jefferson
97,International Association for Public Participation,https://www.iap2.org,[email protected],858-837-0124,"PO Box 7580, Denver, CO, 80207","To advance and extend the practice of public participation.
",1990,All Populations,https://twitter.com/IAP2,https://www.facebook.com/IAP2Federation,,,"IAP2 offers series of trainings conducted by licensed trainers from countries
around the world, and other tools and resources to provide P2 practitioners with the structure,
techniques and knowledge required for success in today’s rapidly changing P2.
Other programs include: certification, conferences and events, awards, P2 tools and resources, advocacy, publications and more.
",Denver
98,"International Hearing Dog, Inc.",http://www.hearingdog.org,[email protected],3032873277,"5901 E 89th Ave, Henderson, CO, 80640","The mission of International Hearing Dog, Inc. is to rescue shelter dogs and train them to assist persons who are Deaf or hard-of-hearing, with and without multiple disabilities, at no cost to the recipient.
",1979,"Animals, People Living With Disabilities, Other",,https://www.facebook.com/internationalhearingdog,,https://www.instagram.com/intlhearingdog/,"Hearing Dog Training Program, Disability Service
",Adams
99,International Hunter Education Association - USA,http://www.ihea-usa.org,[email protected],3034307233,"800 E 73RD AVE UNIT 2, Denver, CO, 80229","To continue the heritage of hunting worldwide by developing safe, responsible, knowledgeable and involved hunters
",1983,All Populations,,,,,"Hunter Education
",Adams
100,International Mountain Bicycling Association,http://www.imba.com,[email protected],3035459011,"PO Box 20280, Boulder, CO, 80308","The International Mountain Bicycling Association (IMBA) is a 501 (c) 3 non-profit educational association. Our mission is to create, enhance and preserve great mountain biking experiences.
",1988,,,,,,,Boulder
101,International Rescue Committee (IRC) in Denver,http://www.rescue.org/denver,[email protected],7203286655,"1873 S. Bellaire Street, #500, Denver, CO, 80222","The mission of the International Rescue Committee (IRC) is to help people whose lives and livelihoods have been shattered by conflict and disaster to survive, recover and regain control of their future. Founded in 1933 at the request of Albert Einstein, the IRC helped individuals fleeing Nazi-occupied Europe find safety. IRC remains focused on this mission in the midst of a massive global refugee crisis in which more than 70.5 million people have been forcibly displaced, including 25.8 million refugees.
",1933,"Children and Youth, People Living With Disabilities, Elderly, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Immigrants, Low Income, Men and Boys, Women and Girls, Other",,https://www.facebook.com/IRCdenver/,,,"IRC is one of nine resettlement agencies that welcomes refugees to the U.S. IRC’s work encompasses the continuum of the refugee experience, from flight to resettlement to integration, making it unique among resettlement agencies. IRC operates in more than 40 countries and in 26 U.S. cities.
The IRC in Denver serves refugees, Special Immigrant Visa recipients, asylees, survivors of torture, asylum seekers, and other immigrants with programs that are client-centered, trauma-informed and responsive to the strengths, needs and goals identified by clients themselves. Services result in self-reliance and integration. They include:
•	Case management addresses basic needs and cultivates the skills and knowledge refugees need to navigate life in Denver.
•	Family stabilization offers intensive services for LGBTQI individuals, domestic violence cases, and clients with mental health conditions.
•	Economic empowerment aids clients in achieving economic self-reliance, from initial job placement to longer-term career counseling, public benefits navigation, financial education, financial coaching and counseling, and consumer-facing lending to build credit, gain assets and access opportunity.
•	Health coordination ensures refugees receive initial health screenings and immunizations, access health coverage and link to ongoing care.
•	Digital literacy engages refugees in mentorships that support computer and internet skills acquisition.
•	Children and youth services focus on providing out-of-school time activities like slacklining and camping to promote learning, build confidence and foster social support.
•	Psychosocial support facilitates community adjustment support groups and other services that build tangible skills to help refugees process trauma and manage stress (yoga, exercise, nutrition, positive parenting, etc.).
•	The Survivor Wellness Center promotes rehabilitation from the effects of torture for primary and secondary survivors, offering in-house case management, psychosocial support, and legal services, and facilitating connection to services and care coordination to address medical and mental health needs.
",Denver
102,Intervention,http://www.int-cjs.org,[email protected],3034506000,"12600 W. Colfax Ave, Suite B-4, Lakewood, CO, 80215","Intervention is a nonprofit, non-residential, Colorado-based corrections program providing a variety of correctional services to individual jurisdictions via agreement or contract. Intervention is unique in that we work with specific criminal justice systems in finding solutions to address the specific needs of the area. Intervention has offices in Thornton, Aurora, Denver, Golden, Boulder, Longmont, Pueblo, Grand Junction, Greeley and Ft. Collins.
",1986,Other,,,,,"sobriety service monitoring, probation, community corrections
",Jefferson
103,Invest in Kids,http://www.iik.org,[email protected],3038391808,"1775 Sherman St, Suite 1445, Denver, CO, 80203","Improving the health and well-being of vulnerable young children and families throughout Colorado.
",1998,Children and Youth,,,,,"The Incredible Years and Nurse-Family Partnership
",Denver
104,Invisible Disabilities Association,https://www.invisibledisabilities.org,[email protected],720-223-5553,"PO BOX 4067, Parker, CO, 80134","Encouraging, educating and connecting people and organizations touched by illness, pain and disability around the globe.
",1996,All Populations,https://twitter.com/invdisabilities,https://www.facebook.com/InvisibleDisabilities/,https://www.linkedin.com/company/invisible-disabilities-association/,https://www.instagram.com/invisibledisabilities/,"Encouragement
Honor Awards – Every year since 2008, we have had the opportunity to honor organizations, businesses and individuals who are making a positive difference in the lives of people living daily with invisible disabilities. Some of the awards are given to individuals who persevere year after year through illness and pain. Others inspire us in the midst of their struggles and triumphs by sharing their invisible disability journey to lift up and encourage. Some are invisible heroes who focus their energy and lives on the support of veterans and first responders which are recognized through our Invisible Heroes® Campaign.
Invisible Disabilities® Week – The third week in October is a time to share your journey with invisible disabilities. In 2015, three US Governors joined together in proclaiming invisible disabilities week. Each day during IDW offers an opportunity to share your invisible disability story, tell a friend, wear blue or an Invisible No More® wristband and let people know who and what you are thankful for.  All of the IDW events are online and available around the world.
Education
Brain IDEAS Symposium – In 2015, we launched our Brain IDEAS (Invisible Disabilities® Education and Support) Symposiums. The Brain IDEAS Symposiums focus on Brain Disorders, Brain Health, and Brain Therapy. Nine expert speakers delivered dynamic, science, and story-filled talks on relevant topics such as Neuroplasticity, Mental Health, ADHD, ADD, Autism, Learning Disabilities, Dyslexia, Alzheimer’s, Down Syndrome, Nutrition, Microbiome, Mental Training, Therapeutic Humor, Stroke, PTSD, EMDR and TBI. Expert-led panels for questions and answers conclude each section allowing attendees to interact with the presenters.   Make sure to check out the videos of each session and panel as they become available online.
But You LOOK Good – Do your loved ones have a hard time understanding your chronic illness or pain, because to them you LOOK fine? But You LOOK Good is a book that gives those living with chronic illness and pain a voice about how they feel, what they need and how others can be an encouragement to them. It is a convenient, informative way to educate loved ones about what people living with ongoing illness and pain struggle with, fight for and need from their friends and family. BYLG is easy to read and provides practical ideas on how loved ones can be supportive.
Cleaner Indoor Air Campaign – Millions of Americans report allergic, immunologic, asthmatic and neurological reactions to perfumes, colognes, chemicals and synthetic fragrances. For these groups of people, just leaving their homes can mean risking the possibility of an exposure to chemicals in the environment. The CIA Campaign is an educational resource for everyone interested in learning how to lessen the chemicals in their own daily lives as well as to help public establishments become less threatening environments for people who experience mild to severe reactions to chemicals and synthetic fragrances.
Connection
Invisible Disabilities® Association Community (IDAC) – We have hosted online communities since 1999. In 2015, we were selected as a Trusted Partner and launched the IDAC on the Inspire platform. With the IDAC now on Inspire, our members have access to over 200 support communities, more than 100 Trusted Partners like IDA and over 750,000 members! The IDAC connects patients, families, friends and caregivers for support and inspiration.
Programs4People – We provide links to a vast number of resources, programs and services from private, non-profit and government agencies for people living with debilitating conditions through Programs4People.
Social Media – We have numerous pages across the social media spectrum. We encourage you to join in the conversations, share your invisible disability story with others, create new friendships, provide connection to your support groups and inform each other about upcoming awareness events.
",Douglas
105,IREE-Institute for Racial Equity & Excellence,http://IREEinc.com,[email protected],3035238121,"10208 Dunsford Drive, Lone Tree, CO, 80124","We believe every American has a right to life, liberty, and the pursuit of happiness.
The mission of the Institute for Racial Equity & Excellence is to change the hearts and practices of those working with communities of color and other vulnerable communities to ensure equity and social justice at all levels of society
",2015,All Populations,,https://www.facebook.com/IREEinc/?fref=ts,,,"Community Based Licensing
The Institute for Racial Equity & Excellence (IREE) is responsible for providing licensing services in Arapahoe, El Paso, and Pueblo counties.  IREE uses the “Community Based Licensing” model created by President and CEO Dr. Rosemarie Allen. Community Based Licensing© focuses on providing licensing services that are culturally responsive using four Cs: Competence, Caring, and Compassion while ensuring Compliance. 
Professional Development Activities and Services
The Institute for Racial Equity & Excellence is committed to providing trainings, workshops, coaching, and mentoring to enhance equitable practices in education, policing, counseling, and employment. 
Family Support & Advocacy
IREE partners with and supports parents when their children have been suspended from early childhood programs.  IREE serves as a liaison between the family and the school to ensure equitable practices that meets the needs of the child.
",Douglas
106,It Takes a Village Inc,,[email protected],3038686303,"1475 Lima Street, Aurora, CO, 80010","The mission of It Takes a Village is to reduce health and social disparities among people of color in the Denver Metro area.
",2002,"African-American, People Living With Disabilities, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Latino/Hispanic, Low Income, Women and Girls",,https://www.facebook.com/It-Takes-a-Village-361381610344,,,"Brothas4Ever/BOMB for African-American gay/bisexual men
Phenomenal Women for African-American women (Cis and Trans)
TransAction for Transgender women
Medical Case Management, Addiction and Mental Health Counseling for people living with HIV
PrEP screening and access
HIV/STI Testing
Community Without Walls for incarcerated and about to be released people living with HIV
Moving Beyond Barriers for gay men of color who want to overcome addiction
",Arapahoe
107,Japanese American Resource Center Of Colorado,http://www.jarcc-denver.org,[email protected],720-232-0097,"P. O. Box 2134, Denver, CO, 80201","""Keeping Heritage & Cultural Alive!""
""To be a vibrant resource, preserving, educating and communicating the evolving Japanese American experience in Colorado""
",2008,"All Populations, Asian-American, Children and Youth, Elderly, Families",http://Japanese American Resource Center of Colorado (JARCC) ,http://Japanese American Resource Center of Colorado (JARCC),http://Japanese American Resource Center of Colorado (JARCC),http://Japanese American Resource Center of Colorado (JARCC),"Workshops on Social Security and Medicare, Craft Workshop, Preserving old photos, Historical Movies, Japanese Calligraphi exhibit, Speakers Bureau, Docent training for History Colorado Center, Larimer Street Projcet, Farming and Agriculture Mapping Project of Japanese and Japanese American Farmers in the State of Colorado 1900-1970's, First Embassy from Japan to the US 1860, Timeline of Issei Immigration, Japanese Immigrants / Japanese American Playing Baseball and Softball in Colorado Project, All Things Japanese Sale, Genealogy Project, Quilt Project, Relocation History photo Exhibit, Media preservation, Library Resource Center, Memory Loss workshop
",Denver
108,JDO Foundation,http://www.jdofoundation.org,[email protected],303-933-7790,"P. O. Box 270131, Littleton, CO, 80120","The JDO Foundation, located in Littleton, CO, is a 501(c)(3) educational non-profit organization whose mission is to provide an enriched educational experience for U.S. and International elementary classrooms by providing state of the art technologies and professional training to the educators managing these technologies.
",2011,All Populations,,,,,"The JDO Foundation, located in Littleton, CO, is a 501(c)(3) educational non-profit organization whose mission is to provide an enriched educational experience for U.S. and International elementary classrooms by providing state of the art technologies and professional training to the educators managing these technologies.
",Arapahoe
109,Jeffco First Steps,http://www.jeffcofirststeps.org,[email protected],303 273-1550,"11177 W 8TH AVE STE 300, LAKEWOOD, CO, 80215","To enhance opportunities and support for families of young children as an integral and valued part of their chosen communities.
",1996,,,,,,,Jefferson
110,"Jeffco Outdoors Foundation, Inc.",http://www.JeffcoOutdoorsFoundation,[email protected],720-839-4336,"11010 W 29th Avenue, Lakewood, CO, 80215","The mission of the Jeffco Outdoors Foundation is to provide grant support and funding for programs, education and events that allow metro area citizens to actively enjoy open space, trails, parks and outdoor recreation facilities in and adjacent to Jefferson County.
",1988,Children and Youth,,,,,"Covering transportation costs for students in schools with high percentages of free and reduced lunches to visit parks, museums, and nature centers in or adjacent to Jefferson County.  Providing scholarship funds for the CSU Extension ENOR Summer Camp.  Providing supplies for Open Space program for taking foster children on hikes. Providing funds for transportation for the Jeffco SWAP program.
",Jefferson
111,Jeffco Public Education Network,,[email protected],718-702-7066,"12016 W Cross Drive, Littleton, CO, 80127","The Jeffco Public Education Network is dedicated to empowering the Jefferson County, Colorado community with accurate information about public education.  The Jeffco Public Education Network is organized exclusively for educational purposes to:
● Create awareness about public education issues
● Grow partnerships between Jeffco public education stakeholders
● Promote community engagement with regard to education
",2019,"Children and Youth, Elderly, Families",https://twitter.com/Jeffco_PEN,https://www.facebook.com/JeffcoPublicEducationNetwork/,,https://www.instagram.com/Jeffcopen/,"E-Newsletter, Website and Digital Publications
",Jefferson
112,Jeffco Spellbinders,https://spellbinders.org/,[email protected],3032788041,"14461 W. Archer Ave., Golden, CO, 80401","The mission of Jeffco Spellbinders is to connect the generations through traditional oral storytelling.
",1999,"Children and Youth, Elderly",,,,,"Through the art of oral storytelling, Jeffco Spellbinders enhances literacy, encourages character development, and builds an intergenerational community.
",Jefferson
113,Jefferson Center for Mental Health,http://www.jcmh.org,[email protected],7204020600,"4851 INDEPENDENCE ST, Wheat Ridge, CO, 80033","To provide quality mental health care and innovative programs to improve the qualitry of life for individuals and families. Services, which, are client-centered and outcome focused, promote opportunities for empowerment and independent living. We value ethical principles, diversity, positive outcomes, customer responsiveness, non-discrimination, knowledge, financial strength, and leadership.
",1958,All Populations,,,,,".
",Jefferson
114,Jefferson County Library Foundation,http://www.jeffcolibraryfoundation.org,[email protected],303 403 5075,"10790 W. 50th Ave., #200, Wheat Ridge, CO, 80033","The mission of JCLF is: to support and enrich the capabilities, resources and services of the Jefferson County Public Library through fundraising and advocacy efforts that benefit our diverse community. We adhere to that mission by providing monetary support for library services, activities, events and programs benefiting babies, toddlers, preschoolers, grade school-age children, adolescents, students, life-long learners, parents, business owners, entrepreneurs, special-needs populations, adults, retirees and seniors in Jefferson County.
",1966,All Populations,,https://www.facebook.com/JeffcoFriends/,,https://www.instagram.com/jeffcofriends/,"Each year, JCLF provides key funding for Jefferson County Public Library programs, such as:
•	Summer Reading, a county-wide literacy initiative for children, teens and adults
•	Early Literacy Active Learning Environments (to promote child/caregiver interaction and early childhood development)
•	Early Literacy Programming (including age-appropriate and bilingual children’s story times)
•	STEM/STEAM programs for teens and tweens (featuring robotics, coding and drone camps)
•	Culture Pass Program (where Library patrons can reserve FREE passes to local cultural institutions, such as History Colorado Center, the Butterfly Pavilion, etc.)
•	And 1000 Books Before Kindergarten, an early literacy and reading readiness program for babies and toddlers, and one that assists parents in serving as their child’s primary teacher.
",Jefferson
115,Jefferson Hills Corporation,http://www.jeffersonhills.org,kar[email protected],303-996-3821,"421 ZANG ST, Lakewood, CO, 80228","Jefferson Hills provides safe and supportive treatment programs and learning environments, preparing children, adolescents, and families in need of mental health, human services, and/or youth corrections services, to function more effectively in their communities.
",1993,All Populations,,,,,"Crisis, mental health, education, family service
",Jefferson
116,Jefferson Humanists,http://jeffersonhumanists.org,[email protected],3034328694,"PO Box 1622, Arvada, CO, 80001","To expand an ethical and life-affirming humanist community devoted to science, reason, inclusion and social responsibility
",2014,All Populations,https://twitter.com/jeffersonhuman,https://www.facebook.com/jeffcohumanists/,,,"social action
political action committee
book club
nature walks
current affairs/ issues programs
",Jefferson
117,Jefferson Symphony Association,https://www.jeffsymphony.org,[email protected],3032784237,"Po Box 546, Golden, CO, 80402","Jefferson Symphony Association (JSA) enriches the greater Jefferson County Colorado Community through quality musical experiences and educational programs
",1953,"Children and Youth, Elderly, Families, Low Income, Rural, Urban",,https://www.facebook.com/jeffsymphony/,,https://www.instagram.com/jeffsymphony/,"Five classical symphony concerts each season,  free, outdoor pops concert in the summer, chamber recitals and Young Artists concerto competition
",Jefferson
118,Jewish Family Service Of Colorado,http://www.jewishfamilyservice.org,[email protected],3035975000,"3201 South Tamarac Drive, Denver, CO, 80231","To enhance well-being to those in need throughout Colorado by delivering services based on Jewish values.
",1872,All Populations,http://www.twitter.com/jfs_colo,http://www.facebook.com/jfscolorado,https://www.linkedin.com/company/jewish-family-service-of-colorado/,http://www.instagram.com/jfscolorado,"Mental Health, Disability and Employment, Senior Services, Family Safety Net
",Denver
119,Jewish Genealogical Society of Colorado,https://jgsco.org,[email protected],303-349-4380,"P.O. Box 460442, Denver, CO, 80246","JGSCO’s mission is to collect, preserve, and disseminate knowledge and information with reference to Jewish family research. Through mentoring, educational programs,
networking, and support we assist individuals in helping to  find their Jewish roots.
",1997,All Populations,,https://www.facebook.com/groups/32312422287,,,"Monthly speaker programs.  Mentorships
",Arapahoe
0,JEWISHColorado,http://www.jewishcolorado.org,[email protected],3033213399,"300 S. Dahlia, Denver, CO, 80246","To create a dynamic community where all who seek jewish interaction and spirituality will be respected, included and welcomed. It will offer diverse and compelling opportunities that inspire connections with each other and with Judaism in all of its various forms. It will create an environment whereby involvement will generate a sense of obligation to each other, Israel, the world Jewish Community and the broader society. This Vibrant spiritual community will be built on jewish traditions, values, culture and learning.
",1946,All Populations,,,,,"Allied Jewish Federation programming
",Denver
1,John Austin Cheley Foundation,http://www.cheleyfoundation.org,[email protected],7209812532,"1420 N. Ogden Street #102, Denver, CO, 80218","Changing Kids' lives through transformative summer camp experiences.
",1989,All Populations,https://twitter.com/Cheley_Foundatn,https://www.facebook.com/JohnAustinCheleyFoundation,https://www.linkedin.com/in/john-austin-cheley-foundation-a45443a4/,https://www.instagram.com/cheleyfoundation/,"Camperships (summer camp scholarships) to high impact residential summer camp programs
",Denver
2,JOY International,https://www.joy.org,[email protected],303-838-0880,"PO BOX 571, Conifer, CO, 80433","JOY INTERNATIONAL IS DEDICATED TO THE RESCUE, RESTORATION, AND REINTEGRATION OF CHILDREN, TEENS AND YOUNG WOMEN AFFECTED BY TRAFFICKING AND THE PREVENTION OF CHILD TRAFFICKING WORLDWIDE.
",1981,"Children and Youth, Women and Girls",,https://www.facebook.com/joy.org,https://www.linkedin.com/company/joy-international/,https://www.instagram.com/joyintl/,"Anti-Trafficking Airport Training
Women's Self Defense
International Police & SWAT Team Training to fight human trafficking
Child trafficking rescue
",Jefferson
3,Judi's House,http://www.judishouse.org,[email protected],720-941-0331,"1741 GAYLORD ST, Denver, CO, 80206","The vision of Judi's House is a community where no child has to feel alone in their grief. Our mission is to provide children and families grieving the death of a loved one the opportunity to find hope and healing within themselves.
",2001,All Populations,,,,,"Grief support groups for families and children.
",Denver
4,Junior Achievement Rocky Mountain Inc,,[email protected],3035345252,"1445 Market Street Suite 200, Denver, CO, 80202","Junior Achievement’s purpose is to inspire and prepare young people to succeed in a global economy.
Too many kids do not have access to education crucial for their future success: personal financial responsibility, budgeting, critical thinking, career readiness, and demonstrating an entrepreneurial drive. Junior Achievement-Rocky Mountain exists so that all kids, regardless of background, receive the tools they need to build a future for themselves in which they are optimistic, economically self-sufficient, and determined, with a belief in the power of free enterprise.
To accomplish this, JA provides in-school and off-site experiential programs to students from kindergarten through twelfth grade, delivered by corporate and community volunteers, who provide a real-world perspective in the areas of career readiness, financial literacy, and entrepreneurship. There is no cost for schools to implement JA programming.
",1950,Children and Youth,,,,,"Educational
",Denver
5,"Junior Achievement Rocky Mountain, Inc.",http://www.jacolorado.org,[email protected],303-534-5252,"1445 MARKET ST, Denver, CO, 80202","To prepare young people to thrive in the 21st century workplace and global economy by inspiring a passion for free enterprise and entrepreneurism, and instilling an understanding of personal financial literacy.
",1950,"All Populations, Children and Youth",,,,,"We will strengthen our state’s competitiveness by bringing together the region’s largest and best trained force of passionate volunteers to teach and inspire generations of young people to be financially literate, self-sufficient, and have a shared culture of optimism, zeal and enterprise.  We do this through short duration courses on financial literacy, workforce readiness and entrepreneurship taught to students K through 12 grade by volunteers from the local business community.
",Denver
6,Junior League of Denver,http://www.jld.org,[email protected],303-692-0270,"1140 Delaware St., Denver, CO, 80204","Founded in 1918, The Junior League of Denver, Incorporated, is an organization of women committed to promoting voluntarism, developing the potential of women, and improving communities through the effective action and leadership of trained volunteers. Its' purpose is exclusively educational and charitable
",1918,"Children and Youth, Families, Low Income, Women and Girls",https://twitter.com/jldenver,https://www.facebook.com/juniorleaguedenver,https://www.linkedin.com/company/948176,https://www.instagram.com/juniorleaguedenver/,"Done in a Day
Kids Connect
Little Free Libraries
Read2Kids
The Gathering Place
Leaders United in Volunteer Service (L.U.V.S.)
",Denver
7,Justice Journee,https://www.justicejournee.org,[email protected],7206237387,"1312 17th St Ste. 875, Denver, CO, 80202","Justice Journee is a Colorado 501(c)3 nonprofit corporation formed to increase judicial system access, knowledge, and equity through free or low cost legal services and training including those who are indigent, pro se, and/or minority.
",2020,All Populations,,,,,"Process Server, Organization, Advocacy, supportive services.
",Denver
8,JUUST LIVING,https://www.juustliving.org,[email protected],720-290-5715,"1629 Simms St., Denver, CO, 80215","To create clean and sober residential opportunities for recovery and healing, with a special mission to serve the LGBTQAI+ community
",2016,"All Populations, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Other",,https://www.facebook.com/JUUSTLiving/,,,"Sober living residential community in Lakewood focused on long-term healing and recovery from self-destructive habits.
",Jefferson
9,Karis Community ,http://www.kariscommunity.org,[email protected],3033555546,"1361 Detroit Street, Denver, CO, 80206","To provide a transitional group living opportunity for restoring basic life skills and improving the social well-being of individuals recovering from serious and persistent mental illness.
",1976,"All Populations, People Living With Disabilities, Low Income",,https://www.facebook.com/Karis-Community-450725721625184/,https://www./kariscommunity,https://www.instagram.com/kariscommunity/,"Empowerment Program
",Denver
10,Kavod Senior Life,https://www.kavodseniorlife.org/,[email protected],303.399.1146,"22 S ADAMS ST, Denver, CO, 80209","Kavod Senior Life provides life-enriching experiences to older adults through a broad range of housing and support services that reflect the spiritual, social and cultural values of Jewish tradition.
",1971,"People Living With Disabilities, Elderly, Low Income",,https://www.facebook.com/KavodSenior/,https://www.linkedin.com/company/kavod-senior-life,https://www.instagram.com/kavodseniorlife/,"Kavod Senior Life offers a variety of programs to its residents in both Independent Living apartments and Assisted Living units. These programs include dining services, life enrichment activities, trips, exercise classes and health/wellness services. Kavod on the Road also brings life enrichment offerings to seniors living outside the Kavod campus.
",Denver
11,Kenneth King Foundation,http://www.kennethkingfoundation.org,[email protected],303-832-3200,"501 S Williams St, Denver, CO, 80209","The Kenneth Kendal King Foundation is a private foundation founded by Kenneth Kendal King in 1990. The King Foundation, located in Denver, Colorado, was established to perpetuate and expand the eleemosynary principles that he developed in his lifetime of helping those less fortunate than himself. Today at the King Foundation, we continue to focus on helping those in need by doing the common thing in an uncommon way. The Foundation is multipurpose, with interests in human services, civic, health, educational and religious organizations based in Colorado.
",1990,All Populations,,,,,"jobs/employment programs
entrepreneurship
removing barriers to employment
",Denver
12,Kids First Health Care,http://www.kidsfirsthealthcare.org,[email protected],303-853-3281,"4675 E 69th Ave., Commerce City, CO, 80022","Kids First Health Care is committed to improving the health and well-being of infants, children, and youth through providing primary and preventative health services in partnership with schools and other community organizations.
",1978,"Children and Youth, Latino/Hispanic, Low Income",,https://www.facebook.com/KidsFirstHealthCare/,,https://www.instagram.com/kidsfirsthealthcare/,"Primary & preventative pediatric health care services
Medicaid & CHP+ outreach & enrollment
School nursing
",Adams
13,Knitting4Peace,http://www.knitting4peace.org,[email protected],7202066432,"2600 Leyden Street, Denver, CO, 80207","Knitting4Peace is a grass-roots movement dedicated to crafting hope, healing & peace, one stitch at a time, through practical compassionate actions serving adults, children, and families in our own communities and in countries around the world.
",2006,All Populations,https://twitter.com/WeKnit4Peace,https://www.facebook.com/knitting4peace,,https://www.instagram.com/knitting4peace/,"- Local affiliates (""Peace Pods"") across North America knit, crochet, and quilt items specifically requested by those we serve.
- Community Purls: our local delivery program serving the marginalized ""pearls"" in our own communities
- International Deliveries: we make personal deliveries in 82 countries around the world.
",Denver
